[{'A': 0.2009460689789554, 'C': 0.2436645297619615, 'E': 0.18188546892920754, 'G': 0.21664329035923402}, {'A': -0.2019460689789554, 'C': -0.2446645297619615, 'E': -0.18288546892920754, 'G': -0.21764329035923402}, {'B': 0.34396337168928687, 'D': 0.374046602260721, 'F': 0.15003481586768144, 'H': 0.07646253077242846}, {'B': -0.34496337168928687, 'D': -0.375046602260721, 'F': -0.15103481586768144, 'H': -0.07746253077242846}, {'A': 0.3580177860454331, 'C': 0.35717195862168355, 'E': 0.2790063911295978, 'G': 0.27961381797120455}, {'A': -0.3590177860454331, 'C': -0.35817195862168355, 'E': -0.2800063911295978, 'G': -0.28061381797120455}, {'B': 0.49068814947574924, 'D': 0.3078594309890813, 'F': 0.3554792759305345, 'H': 0.32906003865079886}, {'B': -0.49168814947574924, 'D': -0.3088594309890813, 'F': -0.3564792759305345, 'H': -0.33006003865079886}, {'B': 0.26041125019217337, 'D': 0.4863088831425707, 'F': 0.1632851411983693, 'H': 0.20607090933692845}, {'B': -0.26141125019217337, 'D': -0.4873088831425707, 'F': -0.1642851411983693, 'H': -0.20707090933692845}, {'B': 0.16505929151340634, 'D': 0.472185867115984, 'F': 0.3212356243491893, 'H': 0.26353090621510084}, {'B': -0.16605929151340634, 'D': -0.473185867115984, 'F': -0.3222356243491893, 'H': -0.26453090621510084}, {'B': 0.22767599703010927, 'D': 0.48824584732158716, 'F': 0.48451630848445015, 'H': 0.46345478653083305}, {'B': -0.22867599703010927, 'D': -0.48924584732158716, 'F': -0.48551630848445015, 'H': -0.46445478653083305}, {'B': 0.3534682131679393, 'D': 0.05190112656518015, 'F': 0.30374836432268576, 'H': 0.39000830709766776}, {'B': -0.3544682131679393, 'D': -0.05290112656518015, 'F': -0.30474836432268576, 'H': -0.39100830709766776}, {'B': 0.0881430297209213, 'D': 0.10937607130501174, 'F': 0.16449419910136553, 'H': 0.2841130881382575}, {'B': -0.08914302972092131, 'D': -0.11037607130501174, 'F': -0.16549419910136554, 'H': -0.2851130881382575}, {'A': 0.06727885721414881, 'C': 0.2733944970880187, 'E': 0.05507651106102024, 'G': 0.12020442678606623}, {'A': -0.06827885721414881, 'C': -0.2743944970880187, 'E': -0.05607651106102024, 'G': -0.12120442678606623}]
[{'A': 0.11946833890415395, 'C': 0.383927655337567, 'E': 0.22004094646085154, 'G': 0.19647353590674665}, {'A': -0.12046833890415395, 'C': -0.384927655337567, 'E': -0.22104094646085154, 'G': -0.19747353590674666}, {'A': 0.48725250147051496, 'C': 0.37436233184288, 'E': 0.3781801828525743, 'G': 0.10367072769341107}, {'A': -0.48825250147051497, 'C': -0.37536233184288, 'E': -0.3791801828525743, 'G': -0.10467072769341107}, {'B': 0.12521743097824645, 'D': 0.2555713390608879, 'F': 0.3212831408263019, 'H': 0.32462522950965217}, {'B': -0.12621743097824645, 'D': -0.2565713390608879, 'F': -0.3222831408263019, 'H': -0.32562522950965217}, {'A': 0.10573350675786769, 'C': 0.10386884534149939, 'E': 0.3902806743890553, 'G': 0.32570445049225655}, {'A': -0.10673350675786769, 'C': -0.10486884534149939, 'E': -0.3912806743890553, 'G': -0.32670445049225655}, {'B': 0.21884402382534907, 'D': 0.4737548025839331, 'F': 0.15471243213592517, 'H': 0.2137807603682142}, {'B': -0.21984402382534907, 'D': -0.4747548025839331, 'F': -0.15571243213592517, 'H': -0.2147807603682142}, {'A': 0.30799808858824185, 'C': 0.13430558541060145, 'E': 0.32683603926528954, 'G': 0.4436929076227743}, {'A': -0.30899808858824185, 'C': -0.13530558541060145, 'E': -0.32783603926528954, 'G': -0.4446929076227743}, {'A': 0.2865472845326414, 'C': 0.480718182786585, 'E': 0.4053680221445516, 'G': 0.2218667408289708}, {'A': -0.2875472845326414, 'C': -0.481718182786585, 'E': -0.4063680221445516, 'G': -0.2228667408289708}, {'A': 0.25560496895940793, 'C': 0.33122905170412625, 'E': 0.4544917610106687, 'G': 0.16102310946324774}, {'A': -0.25660496895940793, 'C': -0.33222905170412625, 'E': -0.4554917610106687, 'G': -0.16202310946324774}, {'B': 0.09783166511008812, 'D': 0.484190224742812, 'F': 0.3979349056222989, 'H': 0.16157289904312366}, {'B': -0.09883166511008812, 'D': -0.485190224742812, 'F': -0.3989349056222989, 'H': -0.16257289904312366}, {'A': 0.4350271729618447, 'C': 0.0816558995573557, 'E': 0.352431455352628, 'G': 0.43824489975938563}, {'A': -0.4360271729618447, 'C': -0.0826558995573557, 'E': -0.353431455352628, 'G': -0.43924489975938563}]
[{'A': 0.17246126569905887, 'C': 0.1830716867661495, 'E': 0.25123483783941397, 'G': 0.12013158270677544}, {'A': -0.17346126569905887, 'C': -0.1840716867661495, 'E': -0.252234837839414, 'G': -0.12113158270677545}, {'B': 0.25633853990053845, 'D': 0.2370455651175149, 'F': 0.20988691119267433, 'H': 0.4383966028883191}, {'B': -0.25733853990053845, 'D': -0.2380455651175149, 'F': -0.21088691119267433, 'H': -0.4393966028883191}, {'A': 0.2838676819106018, 'C': 0.36791408987666985, 'E': 0.2393538405458147, 'G': 0.2820658245686012}, {'A': -0.2848676819106018, 'C': -0.36891408987666985, 'E': -0.2403538405458147, 'G': -0.2830658245686012}, {'A': 0.3148547943986428, 'C': 0.2826221312200615, 'E': 0.2825064574495205, 'G': 0.41891496262688}, {'A': -0.3158547943986428, 'C': -0.2836221312200615, 'E': -0.2835064574495205, 'G': -0.41991496262688}, {'A': 0.24602344807471865, 'C': 0.10836262299869168, 'E': 0.42543513547778633, 'G': 0.43958091556407025}, {'A': -0.24702344807471865, 'C': -0.10936262299869168, 'E': -0.42643513547778633, 'G': -0.44058091556407025}, {'B': 0.4942611104690053, 'D': 0.0942148162356629, 'F': 0.22698081344496795, 'H': 0.06916754552032958}, {'B': -0.4952611104690053, 'D': -0.0952148162356629, 'F': -0.22798081344496796, 'H': -0.07016754552032958}, {'A': 0.05975613080766312, 'C': 0.3583043989369483, 'E': 0.48384809486520647, 'G': 0.20607372545777597}, {'A': -0.06075613080766312, 'C': -0.3593043989369483, 'E': -0.48484809486520647, 'G': -0.20707372545777597}, {'A': 0.28385445152403715, 'C': 0.30726106326842834, 'E': 0.13345543852667135, 'G': 0.2942411135435816}, {'A': -0.28485445152403716, 'C': -0.30826106326842834, 'E': -0.13445543852667136, 'G': -0.2952411135435816}, {'B': 0.1999352380070064, 'D': 0.40184855408256015, 'F': 0.07632932159378743, 'H': 0.396673949073839}, {'B': -0.2009352380070064, 'D': -0.40284855408256015, 'F': -0.07732932159378743, 'H': -0.397673949073839}, {'A': 0.4553286674070308, 'C': 0.24290410798830087, 'E': 0.14773839736006353, 'G': 0.056299443534792194}, {'A': -0.4563286674070308, 'C': -0.24390410798830087, 'E': -0.14873839736006353, 'G': -0.057299443534792195}]
[{'A': 0.06886222909167206, 'C': 0.17310877970268923, 'E': 0.09261646503511078, 'G': 0.38717392586811444}, {'A': -0.06986222909167206, 'C': -0.17410877970268923, 'E': -0.09361646503511079, 'G': -0.38817392586811444}, {'B': 0.27002256935663166, 'D': 0.4713066026575637, 'F': 0.25114278962408104, 'H': 0.2313654049349294}, {'B': -0.27102256935663166, 'D': -0.4723066026575637, 'F': -0.25214278962408104, 'H': -0.2323654049349294}, {'B': 0.3512956199995952, 'D': 0.2849121746458587, 'F': 0.30640729654945553, 'H': 0.11739499276252491}, {'B': -0.3522956199995952, 'D': -0.2859121746458587, 'F': -0.30740729654945553, 'H': -0.11839499276252491}, {'B': 0.3579641862321356, 'D': 0.09625651527603776, 'F': 0.26383333556952593, 'H': 0.3958885721817303}, {'B': -0.3589641862321356, 'D': -0.09725651527603776, 'F': -0.26483333556952593, 'H': -0.3968885721817303}, {'B': 0.24852763925546606, 'D': 0.08054745412689128, 'F': 0.07724074388189714, 'H': 0.1283668871105098}, {'B': -0.24952763925546606, 'D': -0.08154745412689128, 'F': -0.07824074388189714, 'H': -0.1293668871105098}, {'B': 0.4974063718771764, 'D': 0.4017689726237093, 'F': 0.11741755181035268, 'H': 0.08077672623611823}, {'B': -0.4984063718771764, 'D': -0.4027689726237093, 'F': -0.11841755181035268, 'H': -0.08177672623611823}, {'A': 0.22795433282956068, 'C': 0.38149898799590565, 'E': 0.40133550323432043, 'G': 0.3541779030296913}, {'A': -0.22895433282956068, 'C': -0.38249898799590565, 'E': -0.40233550323432044, 'G': -0.3551779030296913}, {'B': 0.4370371590478754, 'D': 0.2942921168675566, 'F': 0.3022704658048146, 'H': 0.05065640084780465}, {'B': -0.4380371590478754, 'D': -0.2952921168675566, 'F': -0.3032704658048146, 'H': -0.05165640084780465}, {'B': 0.3565489236293196, 'D': 0.32490120085851704, 'F': 0.4461823965907702, 'H': 0.16494855715766915}, {'B': -0.3575489236293196, 'D': -0.32590120085851704, 'F': -0.4471823965907702, 'H': -0.16594855715766915}, {'A': 0.08871240647976197, 'C': 0.30296089135734106, 'E': 0.38133256752608713, 'G': 0.09395512739310116}, {'A': -0.08971240647976197, 'C': -0.30396089135734106, 'E': -0.38233256752608713, 'G': -0.09495512739310116}]
[{'B': 0.16964121048440953, 'D': 0.13613049369373575, 'F': 0.333780722479063, 'H': 0.3952745963621424}, {'B': -0.17064121048440953, 'D': -0.13713049369373576, 'F': -0.334780722479063, 'H': -0.3962745963621424}, {'B': 0.40972887464414043, 'D': 0.33483770868473384, 'F': 0.4831585041890737, 'H': 0.09310697676684854}, {'B': -0.41072887464414043, 'D': -0.33583770868473384, 'F': -0.4841585041890737, 'H': -0.09410697676684854}, {'B': 0.38878369024006315, 'D': 0.37871377876038953, 'F': 0.37303993131397445, 'H': 0.20609634593850612}, {'B': -0.38978369024006315, 'D': -0.37971377876038953, 'F': -0.37403993131397445, 'H': -0.20709634593850612}, {'B': 0.2369559637289093, 'D': 0.2220875074956572, 'F': 0.28560889035886877, 'H': 0.3350141276568776}, {'B': -0.23795596372890931, 'D': -0.2230875074956572, 'F': -0.2866088903588688, 'H': -0.3360141276568776}, {'A': 0.20917432924769086, 'C': 0.23999744271633866, 'E': 0.22799952635800147, 'G': 0.39842091549312353}, {'A': -0.21017432924769086, 'C': -0.24099744271633866, 'E': -0.22899952635800147, 'G': -0.39942091549312353}, {'B': 0.3176171728077362, 'D': 0.3456345921031436, 'F': 0.2267601799803199, 'H': 0.3305231970352381}, {'B': -0.3186171728077362, 'D': -0.3466345921031436, 'F': -0.2277601799803199, 'H': -0.3315231970352381}, {'A': 0.22739708064839392, 'C': 0.36424453785112526, 'E': 0.07635445814468324, 'G': 0.4874300032057554}, {'A': -0.22839708064839392, 'C': -0.36524453785112526, 'E': -0.07735445814468324, 'G': -0.4884300032057554}, {'B': 0.41155934612915557, 'D': 0.12188600132592849, 'F': 0.4883546044172826, 'H': 0.2703998239459419}, {'B': -0.41255934612915557, 'D': -0.12288600132592849, 'F': -0.4893546044172826, 'H': -0.2713998239459419}, {'A': 0.3162298027155912, 'C': 0.4745954473274192, 'E': 0.4780535728528269, 'G': 0.4102658357098347}, {'A': -0.3172298027155912, 'C': -0.4755954473274192, 'E': -0.4790535728528269, 'G': -0.4112658357098347}, {'A': 0.40890010543552563, 'C': 0.0860638637360248, 'E': 0.4281019358324897, 'G': 0.48195333791355316}, {'A': -0.40990010543552563, 'C': -0.0870638637360248, 'E': -0.4291019358324897, 'G': -0.48295333791355316}]
[{'A': 0.4621136572991255, 'C': 0.2492585150497736, 'E': 0.23098506412790698, 'G': 0.3778626636852323}, {'A': -0.4631136572991255, 'C': -0.2502585150497736, 'E': -0.23198506412790698, 'G': -0.3788626636852323}, {'A': 0.4754244425510898, 'C': 0.32261028702142436, 'E': 0.24868093053142876, 'G': 0.25107611592783996}, {'A': -0.4764244425510898, 'C': -0.32361028702142436, 'E': -0.24968093053142876, 'G': -0.25207611592783996}, {'A': 0.4618003954779032, 'C': 0.07427894190063647, 'E': 0.13483205880872567, 'G': 0.43735994509450843}, {'A': -0.4628003954779032, 'C': -0.07527894190063647, 'E': -0.13583205880872568, 'G': -0.43835994509450843}, {'A': 0.36044838772190346, 'C': 0.41696139437880003, 'E': 0.443618586093119, 'G': 0.4683605594545151}, {'A': -0.36144838772190346, 'C': -0.41796139437880003, 'E': -0.444618586093119, 'G': -0.4693605594545151}, {'B': 0.11198276820782913, 'D': 0.2884018714777156, 'F': 0.4596652736558343, 'H': 0.28738547139304293}, {'B': -0.11298276820782913, 'D': -0.2894018714777156, 'F': -0.4606652736558343, 'H': -0.28838547139304294}, {'A': 0.15587415473170152, 'C': 0.4292938260567511, 'E': 0.10692203220578614, 'G': 0.08355351455753543}, {'A': -0.15687415473170152, 'C': -0.4302938260567511, 'E': -0.10792203220578614, 'G': -0.08455351455753543}, {'A': 0.11223456110093674, 'C': 0.2973285535843351, 'E': 0.06680772835677244, 'G': 0.29681676440841426}, {'A': -0.11323456110093674, 'C': -0.2983285535843351, 'E': -0.06780772835677244, 'G': -0.29781676440841426}, {'A': 0.40129993678519954, 'C': 0.26617861186358077, 'E': 0.0747725137078826, 'G': 0.10745228011881672}, {'A': -0.40229993678519954, 'C': -0.2671786118635808, 'E': -0.0757725137078826, 'G': -0.10845228011881672}, {'A': 0.20185789686458433, 'C': 0.37342700685061586, 'E': 0.4798259106695931, 'G': 0.37610847193355224}, {'A': -0.20285789686458433, 'C': -0.37442700685061586, 'E': -0.4808259106695931, 'G': -0.37710847193355224}, {'B': 0.3464190477342671, 'D': 0.2438838144700305, 'F': 0.3881039064279731, 'H': 0.36457287275603606}, {'B': -0.34741904773426713, 'D': -0.2448838144700305, 'F': -0.3891039064279731, 'H': -0.36557287275603606}]
[{'A': 0.29666048045559934, 'C': 0.4762179581447275, 'E': 0.41371046445425186, 'G': 0.36199510527219375}, {'A': -0.29766048045559934, 'C': -0.4772179581447275, 'E': -0.41471046445425186, 'G': -0.36299510527219375}, {'B': 0.1196955692175447, 'D': 0.39041045158703525, 'F': 0.4030585518382547, 'H': 0.32939183270802197}, {'B': -0.12069556921754471, 'D': -0.39141045158703525, 'F': -0.4040585518382547, 'H': -0.33039183270802197}, {'B': 0.31688516261281924, 'D': 0.4728982251793923, 'F': 0.36966201646504415, 'H': 0.3640659890586689}, {'B': -0.31788516261281924, 'D': -0.4738982251793923, 'F': -0.37066201646504415, 'H': -0.3650659890586689}, {'B': 0.4148230662197573, 'D': 0.3319682053169651, 'F': 0.08744490654269096, 'H': 0.4886044436031406}, {'B': -0.4158230662197573, 'D': -0.3329682053169651, 'F': -0.08844490654269097, 'H': -0.4896044436031406}, {'B': 0.08466334120830299, 'D': 0.24847177567482925, 'F': 0.12333425857539916, 'H': 0.287896015412798}, {'B': -0.08566334120830299, 'D': -0.24947177567482925, 'F': -0.12433425857539916, 'H': -0.288896015412798}, {'B': 0.42976192716653194, 'D': 0.1889688390603484, 'F': 0.21188300445525238, 'H': 0.4091147048120524}, {'B': -0.43076192716653194, 'D': -0.1899688390603484, 'F': -0.21288300445525238, 'H': -0.4101147048120524}, {'B': 0.39979746516805104, 'D': 0.1032007263620559, 'F': 0.4212351324512313, 'H': 0.3042491122137683}, {'B': -0.40079746516805104, 'D': -0.1042007263620559, 'F': -0.4222351324512313, 'H': -0.3052491122137683}, {'A': 0.4505516478163383, 'C': 0.24114631985940427, 'E': 0.10256820899999237, 'G': 0.2683505124632237}, {'A': -0.4515516478163383, 'C': -0.24214631985940427, 'E': -0.10356820899999238, 'G': -0.2693505124632237}, {'A': 0.07470565248330982, 'C': 0.40570672911314176, 'E': 0.32635304665394005, 'G': 0.324105621593848}, {'A': -0.07570565248330982, 'C': -0.40670672911314176, 'E': -0.32735304665394005, 'G': -0.325105621593848}, {'A': 0.1323427531456438, 'C': 0.06386355118374644, 'E': 0.3357980842390443, 'G': 0.22395886809733523}, {'A': -0.1333427531456438, 'C': -0.06486355118374644, 'E': -0.3367980842390443, 'G': -0.22495886809733523}]
[{'A': 0.12358442964389986, 'C': 0.3740372975659708, 'E': 0.49752257456751414, 'G': 0.3532816399256588}, {'A': -0.12458442964389986, 'C': -0.3750372975659708, 'E': -0.49852257456751414, 'G': -0.3542816399256588}, {'A': 0.06419837782418793, 'C': 0.322092610499786, 'E': 0.0744069469589709, 'G': 0.4517406888387534}, {'A': -0.06519837782418793, 'C': -0.323092610499786, 'E': -0.0754069469589709, 'G': -0.4527406888387534}, {'A': 0.21028811875015302, 'C': 0.25893326260859617, 'E': 0.46373948873840953, 'G': 0.07759889998489626}, {'A': -0.21128811875015302, 'C': -0.25993326260859617, 'E': -0.46473948873840953, 'G': -0.07859889998489626}, {'B': 0.054627785817361024, 'D': 0.4172288732742749, 'F': 0.11774809967294059, 'H': 0.20757116000020054}, {'B': -0.055627785817361025, 'D': -0.4182288732742749, 'F': -0.11874809967294059, 'H': -0.20857116000020054}, {'A': 0.32948387117198846, 'C': 0.32682920709930224, 'E': 0.48191532785205593, 'G': 0.26617487000841417}, {'A': -0.33048387117198846, 'C': -0.32782920709930224, 'E': -0.48291532785205593, 'G': -0.26717487000841417}, {'B': 0.06587503668068423, 'D': 0.485774584837657, 'F': 0.2373809309091025, 'H': 0.2739778312007205}, {'B': -0.06687503668068423, 'D': -0.486774584837657, 'F': -0.2383809309091025, 'H': -0.2749778312007205}, {'A': 0.2558440473514093, 'C': 0.2894932068273371, 'E': 0.22908726948923963, 'G': 0.40757532905072186}, {'A': -0.2568440473514093, 'C': -0.2904932068273371, 'E': -0.23008726948923963, 'G': -0.40857532905072186}, {'A': 0.14317569936397329, 'C': 0.34658582362838103, 'E': 0.07410699133749395, 'G': 0.279121491382312}, {'A': -0.1441756993639733, 'C': -0.34758582362838103, 'E': -0.07510699133749395, 'G': -0.280121491382312}, {'A': 0.4206272316452174, 'C': 0.23650475020778305, 'E': 0.09150132157933696, 'G': 0.4482374785254152}, {'A': -0.4216272316452174, 'C': -0.23750475020778306, 'E': -0.09250132157933696, 'G': -0.4492374785254152}, {'B': 0.09453667037119136, 'D': 0.13406680142134453, 'F': 0.2788579687406083, 'H': 0.2501761661664116}, {'B': -0.09553667037119136, 'D': -0.13506680142134453, 'F': -0.2798579687406083, 'H': -0.2511761661664116}]
[{'A': 0.12145558597184164, 'C': 0.4042147184906472, 'E': 0.055827039380157595, 'G': 0.4038005960834113}, {'A': -0.12245558597184164, 'C': -0.4052147184906472, 'E': -0.056827039380157596, 'G': -0.4048005960834113}, {'A': 0.35542963803492217, 'C': 0.3574366552516797, 'E': 0.389592318374125, 'G': 0.21241332940298352}, {'A': -0.35642963803492217, 'C': -0.3584366552516797, 'E': -0.390592318374125, 'G': -0.21341332940298352}, {'A': 0.20396782918462858, 'C': 0.25248012115228957, 'E': 0.23342564883772338, 'G': 0.1764326649373772}, {'A': -0.20496782918462858, 'C': -0.2534801211522896, 'E': -0.23442564883772338, 'G': -0.1774326649373772}, {'A': 0.42521698434933525, 'C': 0.10933510856486447, 'E': 0.22126674289552783, 'G': 0.0642841792009396}, {'A': -0.42621698434933525, 'C': -0.11033510856486448, 'E': -0.22226674289552784, 'G': -0.0652841792009396}, {'B': 0.24319180612421265, 'D': 0.25448255440809364, 'F': 0.3198417398622996, 'H': 0.2091072213424543}, {'B': -0.24419180612421265, 'D': -0.25548255440809364, 'F': -0.3208417398622996, 'H': -0.2101072213424543}, {'A': 0.28202481073415775, 'C': 0.3643286908090401, 'E': 0.32738781557892893, 'G': 0.49793286026998185}, {'A': -0.28302481073415775, 'C': -0.3653286908090401, 'E': -0.32838781557892893, 'G': -0.49893286026998185}, {'B': 0.33230587087180985, 'D': 0.42194864105054447, 'F': 0.14103918090694992, 'H': 0.38546302606673544}, {'B': -0.33330587087180985, 'D': -0.42294864105054447, 'F': -0.14203918090694992, 'H': -0.38646302606673544}, {'A': 0.20342323808972546, 'C': 0.37099218302392234, 'E': 0.33873882156747726, 'G': 0.3380337846531972}, {'A': -0.20442323808972546, 'C': -0.37199218302392234, 'E': -0.33973882156747726, 'G': -0.3390337846531972}, {'B': 0.3932103011746088, 'D': 0.4032933863397553, 'F': 0.059246975842521865, 'H': 0.18398442812622567}, {'B': -0.3942103011746088, 'D': -0.4042933863397553, 'F': -0.060246975842521866, 'H': -0.18498442812622568}, {'A': 0.2649223951099389, 'C': 0.4924175293285493, 'E': 0.16568581834188473, 'G': 0.3068211422751557}, {'A': -0.2659223951099389, 'C': -0.4934175293285493, 'E': -0.16668581834188473, 'G': -0.3078211422751557}]
[{'B': 0.4508272256290857, 'D': 0.4011696404470583, 'F': 0.4470761532135256, 'H': 0.08612256484665663}, {'B': -0.4518272256290857, 'D': -0.4021696404470583, 'F': -0.4480761532135256, 'H': -0.08712256484665663}, {'A': 0.4626932263137557, 'C': 0.4645998624151168, 'E': 0.4061581461700993, 'G': 0.4239166947580477}, {'A': -0.4636932263137557, 'C': -0.4655998624151168, 'E': -0.4071581461700993, 'G': -0.4249166947580477}, {'B': 0.41895953965757665, 'D': 0.31408618898884044, 'F': 0.0858451579743155, 'H': 0.23394312533539613}, {'B': -0.41995953965757665, 'D': -0.31508618898884044, 'F': -0.0868451579743155, 'H': -0.23494312533539613}, {'A': 0.18005624895207728, 'C': 0.28034002759398374, 'E': 0.3266734570289717, 'G': 0.1934101562859618}, {'A': -0.18105624895207728, 'C': -0.28134002759398374, 'E': -0.3276734570289717, 'G': -0.1944101562859618}, {'B': 0.4831991844535657, 'D': 0.07586087857802523, 'F': 0.13039372076582828, 'H': 0.2830841831784172}, {'B': -0.4841991844535657, 'D': -0.07686087857802523, 'F': -0.13139372076582828, 'H': -0.2840841831784172}, {'A': 0.3147250179125662, 'C': 0.11028832355037496, 'E': 0.3418112201912846, 'G': 0.15720552366081605}, {'A': -0.3157250179125662, 'C': -0.11128832355037496, 'E': -0.3428112201912846, 'G': -0.15820552366081606}, {'A': 0.09408548220863852, 'C': 0.3976180037975866, 'E': 0.1044783254526693, 'G': 0.13202482091058296}, {'A': -0.09508548220863852, 'C': -0.3986180037975866, 'E': -0.1054783254526693, 'G': -0.13302482091058296}, {'B': 0.303653489493463, 'D': 0.20932097122893611, 'F': 0.06685889795213742, 'H': 0.1751379609170614}, {'B': -0.304653489493463, 'D': -0.21032097122893612, 'F': -0.06785889795213743, 'H': -0.1761379609170614}, {'A': 0.19573856862384276, 'C': 0.2588215234429906, 'E': 0.1944842739871135, 'G': 0.23270809843102863}, {'A': -0.19673856862384276, 'C': -0.2598215234429906, 'E': -0.1954842739871135, 'G': -0.23370809843102863}, {'B': 0.36578614780325835, 'D': 0.07727103844726269, 'F': 0.44594846209613753, 'H': 0.09661803809070968}, {'B': -0.36678614780325836, 'D': -0.07827103844726269, 'F': -0.44694846209613753, 'H': -0.09761803809070968}]
[{'B': 0.17007704358050724, 'D': 0.49001356417798997, 'F': 0.21078873519822983, 'H': 0.2415841771712024}, {'B': -0.17107704358050724, 'D': -0.49101356417798997, 'F': -0.21178873519822983, 'H': -0.2425841771712024}, {'B': 0.3095153401805523, 'D': 0.21138231524623985, 'F': 0.18394429557561726, 'H': 0.4324514503107739}, {'B': -0.3105153401805523, 'D': -0.21238231524623985, 'F': -0.18494429557561726, 'H': -0.4334514503107739}, {'B': 0.44322312087579624, 'D': 0.4608151464091373, 'F': 0.3449481836736733, 'H': 0.39123806933055133}, {'B': -0.44422312087579624, 'D': -0.4618151464091373, 'F': -0.3459481836736733, 'H': -0.39223806933055133}, {'A': 0.42905455601817394, 'C': 0.21514051087066488, 'E': 0.4060440320686853, 'G': 0.37394648756259297}, {'A': -0.43005455601817394, 'C': -0.21614051087066488, 'E': -0.4070440320686853, 'G': -0.37494648756259297}, {'B': 0.22714934398514347, 'D': 0.22578502556740326, 'F': 0.13806253642232186, 'H': 0.06430648659515982}, {'B': -0.22814934398514347, 'D': -0.22678502556740326, 'F': -0.13906253642232186, 'H': -0.06530648659515982}, {'B': 0.4857301977977612, 'D': 0.34230395414703757, 'F': 0.17458689762666035, 'H': 0.21279235394325702}, {'B': -0.4867301977977612, 'D': -0.34330395414703757, 'F': -0.17558689762666035, 'H': -0.21379235394325702}, {'B': 0.3459148141935267, 'D': 0.3788562062221246, 'F': 0.13715978465799283, 'H': 0.3735743324109644}, {'B': -0.3469148141935267, 'D': -0.3798562062221246, 'F': -0.13815978465799283, 'H': -0.3745743324109644}, {'A': 0.4717391254491774, 'C': 0.24424732815387135, 'E': 0.12669617500751362, 'G': 0.1920989766138831}, {'A': -0.4727391254491774, 'C': -0.24524732815387135, 'E': -0.12769617500751362, 'G': -0.1930989766138831}, {'B': 0.43764083950135385, 'D': 0.47353535657641754, 'F': 0.23632926251055308, 'H': 0.3355996053892193}, {'B': -0.43864083950135385, 'D': -0.47453535657641754, 'F': -0.23732926251055309, 'H': -0.3365996053892193}, {'A': 0.29999789141294614, 'C': 0.4608196775106348, 'E': 0.4588459477361829, 'G': 0.09072211647367864}, {'A': -0.30099789141294614, 'C': -0.4618196775106348, 'E': -0.4598459477361829, 'G': -0.09172211647367864}]
[{'A': 0.057119777129857295, 'C': 0.350871137830985, 'E': 0.0679214078963495, 'G': 0.23684775130664248}, {'A': -0.058119777129857296, 'C': -0.351871137830985, 'E': -0.0689214078963495, 'G': -0.23784775130664249}, {'A': 0.08273492371967642, 'C': 0.4236298931254313, 'E': 0.24028618047296935, 'G': 0.22763283852085225}, {'A': -0.08373492371967642, 'C': -0.4246298931254313, 'E': -0.24128618047296935, 'G': -0.22863283852085226}, {'A': 0.30305767864378486, 'C': 0.42806481385080236, 'E': 0.2523261568202388, 'G': 0.2557468101038949}, {'A': -0.30405767864378486, 'C': -0.42906481385080236, 'E': -0.2533261568202388, 'G': -0.2567468101038949}, {'B': 0.13488313290211315, 'D': 0.11066670630928686, 'F': 0.09615727642759025, 'H': 0.4974869854570718}, {'B': -0.13588313290211315, 'D': -0.11166670630928686, 'F': -0.09715727642759026, 'H': -0.4984869854570718}, {'B': 0.06220927364950221, 'D': 0.09518750936643165, 'F': 0.0864079758242132, 'H': 0.4650699714046297}, {'B': -0.06320927364950221, 'D': -0.09618750936643165, 'F': -0.0874079758242132, 'H': -0.4660699714046297}, {'B': 0.05510870658084563, 'D': 0.24869826036623932, 'F': 0.3650970885326531, 'H': 0.06274706639724294}, {'B': -0.05610870658084563, 'D': -0.24969826036623932, 'F': -0.3660970885326531, 'H': -0.06374706639724294}, {'B': 0.4421601285783247, 'D': 0.4479943390318776, 'F': 0.21243443755569263, 'H': 0.18130237595575838}, {'B': -0.4431601285783247, 'D': -0.4489943390318776, 'F': -0.21343443755569264, 'H': -0.18230237595575838}, {'A': 0.47217548353327626, 'C': 0.3764691577778986, 'E': 0.3414263804226705, 'G': 0.332857692014583}, {'A': -0.47317548353327626, 'C': -0.3774691577778986, 'E': -0.3424263804226705, 'G': -0.333857692014583}, {'B': 0.4883680402709166, 'D': 0.05986772943313978, 'F': 0.06345056589948456, 'H': 0.1862209614815057}, {'B': -0.4893680402709166, 'D': -0.06086772943313978, 'F': -0.06445056589948456, 'H': -0.1872209614815057}, {'A': 0.3624843860094786, 'C': 0.3636570124885519, 'E': 0.11761827685955148, 'G': 0.4338863312350605}, {'A': -0.3634843860094786, 'C': -0.3646570124885519, 'E': -0.11861827685955148, 'G': -0.4348863312350605}]
